Gene Name	Protein Domain	Protein domain description	Protein start location	Protein End location	Method	Domain ID
	PF00043	Glutathione S-transferase, C-terminal domain; Glutathione S-transferase, C-terminal	121	203	Pfam	2122235
	PF00069	Protein kinase domain; Protein kinase domain	41	287	Pfam	2130418
	PF00071	Ras family; Small GTPase	112	246	Pfam	2118762
	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase domain	639	797	Pfam	2131816
	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase domain	665	823	Pfam	2131663
	PF00083	Sugar (and other) transporter; Major facilitator,  sugar transporter-like	48	490	Pfam	2122420
	PF00083	Sugar (and other) transporter; Major facilitator,  sugar transporter-like	64	102	Pfam	2121168
	PF00083	Sugar (and other) transporter; Major facilitator,  sugar transporter-like	127	556	Pfam	2131068
	PF00096	Zinc finger, C2H2 type; Zinc finger C2H2-type	36	59	Pfam	2124627
	PF00096	Zinc finger, C2H2 type; Zinc finger C2H2-type	186	207	Pfam	2131445
	PF00096	Zinc finger, C2H2 type; Zinc finger C2H2-type	213	237	Pfam	2131446
	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	14	205	Pfam	2128049
	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	26	134	Pfam	2116078
	PF00106	short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR	40	228	Pfam	2129237
	PF00107	Zinc-binding dehydrogenase; Alcohol dehydrogenase, C-terminal	177	312	Pfam	2100753
	PF00107	Zinc-binding dehydrogenase; Alcohol dehydrogenase, C-terminal	178	266	Pfam	2090217
	PF00107	Zinc-binding dehydrogenase; Alcohol dehydrogenase, C-terminal	186	272	Pfam	2099542
	PF00107	Zinc-binding dehydrogenase; Alcohol dehydrogenase, C-terminal	186	299	Pfam	2101704
	PF00117	Glutamine amidotransferase class-I; Glutamine amidotransferase	104	212	Pfam	2130802
	PF00149	Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase domain, ApaH type	45	277	Pfam	2095666
	PF00155	Aminotransferase class I and II; Aminotransferase, class I/classII	55	426	Pfam	2108944
	PF00168	C2 domain; C2 domain	859	952	Pfam	2129784
	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	6	42	Pfam	2128951
	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	14	47	Pfam	2130702
	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	22	57	Pfam	2116428
	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	39	69	Pfam	2128297
	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain	45	81	Pfam	2119859
	PF00230	Major intrinsic protein; Major intrinsic protein	5	124	Pfam	2108373
	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	16	330	Pfam	2104275
	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	18	333	Pfam	2126636
	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	22	287	Pfam	2129273
	PF00248	Aldo/keto reductase family; NADP-dependent oxidoreductase domain	23	266	Pfam	2123226
	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	6	162	Pfam	2118636
	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	211	370	Pfam	2097626
	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	316	475	Pfam	2119251
	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	380	539	Pfam	2126760
	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	380	539	Pfam	2131622
	PF00270	DEAD/DEAH box helicase; DEAD/DEAH box helicase domain	609	767	Pfam	2129082
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	2	41	Pfam	2105710
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	2	41	Pfam	2131620
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	231	334	Pfam	2130031
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	439	542	Pfam	2097625
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	439	542	Pfam	2098132
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	455	558	Pfam	2131605
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	608	711	Pfam	2126761
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	851	978	Pfam	2129083
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	901	1004	Pfam	2121156
	PF00271	Helicase conserved C-terminal domain; Helicase, C-terminal	901	1004	Pfam	2121685
	PF00293	NUDIX domain; NUDIX hydrolase domain	163	295	Pfam	2098708
	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	6	183	Pfam	2125547
	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	19	206	Pfam	2130187
	PF00300	Histidine phosphatase superfamily (branch 1); Histidine phosphatase superfamily, clade-1	362	504	Pfam	2128549
	PF00349	Hexokinase; Hexokinase, N-terminal	9	205	Pfam	2128633
	PF00370	FGGY family of carbohydrate kinases, N-terminal domain; Carbohydrate kinase, FGGY, N-terminal	40	309	Pfam	2127831
	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	35	132	Pfam	2108454
	PF00400	WD domain, G-beta repeat; WD40 repeat	139	177	Pfam	2125626
	PF00400	WD domain, G-beta repeat; WD40 repeat	283	316	Pfam	2131421
	PF00400	WD domain, G-beta repeat; WD40 repeat	289	320	Pfam	2125627
	PF00400	WD domain, G-beta repeat; WD40 repeat	386	423	Pfam	2131422
	PF00478	IMP dehydrogenase / GMP reductase domain; IMP dehydrogenase/GMP reductase	11	145	Pfam	2105803
	PF00498	FHA domain; Forkhead-associated (FHA) domain	23	106	Pfam	2124436
	PF00557	Metallopeptidase family M24; Peptidase M24	238	500	Pfam	2122504
	PF00561	alpha/beta hydrolase fold; Alpha/beta hydrolase fold-1	30	274	Pfam	2125186
	PF00561	alpha/beta hydrolase fold; Alpha/beta hydrolase fold-1	348	619	Pfam	2125541
	PF00587	tRNA synthetase class II core domain (G, H, P, S and T); Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	283	456	Pfam	2118532
	PF00624	Flocculin repeat; Flocculin	138	171	Pfam	2108517
	PF00650	CRAL/TRIO domain; CRAL-TRIO lipid binding domain	105	269	Pfam	2115636
	PF00651	BTB/POZ domain; BTB/POZ domain	123	207	Pfam	2121522
	PF00651	BTB/POZ domain; BTB/POZ domain	266	389	Pfam	2121523
	PF00665	Integrase core domain; Integrase, catalytic core	63	162	Pfam	2098381
	PF00665	Integrase core domain; Integrase, catalytic core	104	203	Pfam	2088476
	PF00665	Integrase core domain; Integrase, catalytic core	367	467	Pfam	2096889
	PF00665	Integrase core domain; Integrase, catalytic core	621	721	Pfam	2095090
	PF00665	Integrase core domain; Integrase, catalytic core	621	721	Pfam	2104225
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2088945
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2089575
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2091015
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2091684
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2091758
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2093386
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2096068
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2099712
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2103675
	PF00665	Integrase core domain; Integrase, catalytic core	659	758	Pfam	2105044
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2088577
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2088790
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2091112
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2091389
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2091476
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2092062
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2092122
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2093079
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2093344
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2094363
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2094492
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2094682
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2097570
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2097613
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2099917
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2100103
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2100362
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2100413
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2100506
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2100789
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2101345
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2102552
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2103048
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2103278
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2104295
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2104671
	PF00665	Integrase core domain; Integrase, catalytic core	663	762	Pfam	2105520
	PF00665	Integrase core domain; Integrase, catalytic core	663	763	Pfam	2105631
	PF00665	Integrase core domain; Integrase, catalytic core	701	800	Pfam	2095994
	PF00665	Integrase core domain; Integrase, catalytic core	1172	1265	Pfam	2094786
	PF00665	Integrase core domain; Integrase, catalytic core	1198	1291	Pfam	2096403
	PF00674	DUP family; Yeast membrane protein DUP/COS	1	38	Pfam	2119898
	PF00674	DUP family; Yeast membrane protein DUP/COS	2	30	Pfam	2090105
	PF00674	DUP family; Yeast membrane protein DUP/COS	24	117	Pfam	2088364
	PF00674	DUP family; Yeast membrane protein DUP/COS	29	121	Pfam	2095949
	PF00674	DUP family; Yeast membrane protein DUP/COS	68	167	Pfam	2105702
	PF00674	DUP family; Yeast membrane protein DUP/COS	77	166	Pfam	2119897
	PF00674	DUP family; Yeast membrane protein DUP/COS	77	170	Pfam	2095924
	PF00674	DUP family; Yeast membrane protein DUP/COS	81	169	Pfam	2089995
	PF00674	DUP family; Yeast membrane protein DUP/COS	256	353	Pfam	2105703
	PF00696	Amino acid kinase family; Aspartate/glutamate/uridylate kinase	6	237	Pfam	2118391
	PF00733	Asparagine synthase; Asparagine synthase	415	521	Pfam	2127770
	PF00750	tRNA synthetases class I (R); Arginyl-tRNA synthetase, catalytic core domain	124	475	Pfam	2128158
	PF00756	Putative esterase; Putative esterase	21	290	Pfam	2121116
	PF00787	PX domain; Phox homology	140	243	Pfam	2099180
	PF00787	PX domain; Phox homology	319	499	Pfam	2104590
	PF00795	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase	2	89	Pfam	2121185
	PF00882	Zinc dependent phospholipase C; Phospholipase C/D	31	232	Pfam	2122886
	PF00892	EamA-like transporter family; EamA domain	16	159	Pfam	2130014
	PF00892	EamA-like transporter family; EamA domain	102	214	Pfam	2127989
	PF00892	EamA-like transporter family; EamA domain	195	324	Pfam	2130015
	PF00892	EamA-like transporter family; EamA domain	246	378	Pfam	2127990
	PF00916	Sulfate permease family; SLC26A/SulP transporter domain	119	513	Pfam	2124932
	PF00961	LAGLIDADG endonuclease; Homing endonuclease, LAGLIDADG	89	182	Pfam	2106453
	PF00962	Adenosine/AMP deaminase; Adenosine/AMP deaminase domain	275	744	Pfam	2117711
	PF00962	Adenosine/AMP deaminase; Adenosine/AMP deaminase domain	337	624	Pfam	2121103
	PF00962	Adenosine/AMP deaminase; Adenosine/AMP deaminase domain	723	826	Pfam	2121104
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2088941
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2088952
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2089578
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2089868
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2090941
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2091014
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2091685
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2091753
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2091780
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2092458
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2093295
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2093389
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2095979
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2096071
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2099711
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2100407
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2103673
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2103678
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2104396
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	111	Pfam	2105045
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2105772
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2105807
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108327
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108331
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108335
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108336
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108340
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108344
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108345
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108349
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108353
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108806
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108807
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108808
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108809
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108814
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108815
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108816
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108817
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108818
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108819
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108820
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108821
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108822
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108823
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2108824
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2123113
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2123117
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2123118
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127021
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127095
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127099
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127309
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127313
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127380
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127551
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127556
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127899
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127921
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2127922
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2129359
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130267
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130333
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130393
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130547
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130599
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130758
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130764
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130777
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2130886
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131037
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131080
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131156
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131276
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131330
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131343
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131658
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131684
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131685
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131740
	PF01021	TYA transposon protein; Retrotransposon Ty1 A, N-terminal	17	114	Pfam	2131832
	PF01026	TatD related DNase; TatD family	5	303	Pfam	2118208
	PF01026	TatD related DNase; TatD family	62	416	Pfam	2115994
	PF01053	Cys/Met metabolism PLP-dependent enzyme; Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	6	372	Pfam	2118604
	PF01053	Cys/Met metabolism PLP-dependent enzyme; Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	301	564	Pfam	2098593
	PF01053	Cys/Met metabolism PLP-dependent enzyme; Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	375	633	Pfam	2099352
	PF01061	ABC-2 type transporter; ABC-2 type transporter	359	570	Pfam	2129608
	PF01061	ABC-2 type transporter; ABC-2 type transporter	1021	1217	Pfam	2129609
	PF01161	Phosphatidylethanolamine-binding protein; Phosphatidylethanolamine-binding protein	50	181	Pfam	2128676
	PF01168	Alanine racemase, N-terminal domain; Alanine racemase, N-terminal	42	249	Pfam	2117824
	PF01205	Uncharacterized protein family UPF0029; Impact, N-terminal	21	163	Pfam	2130742
	PF01226	Formate/nitrite transporter; Formate/nitrite transporter	12	258	Pfam	2118714
	PF01243	Pyridoxamine 5'-phosphate oxidase; Pyridoxamine 5'-phosphate oxidase, putative	8	86	Pfam	2128971
	PF01243	Pyridoxamine 5'-phosphate oxidase; Pyridoxamine 5'-phosphate oxidase, putative	9	93	Pfam	2128632
	PF01263	Aldose 1-epimerase; Aldose 1-/Glucose-6-phosphate 1-epimerase	12	338	Pfam	2119236
